qid_hash,doc_id_hash,level,category,row_hash
h_8e44f9c054a263eb,,query,risk_types_real_conflict,bc4529c2540e83be35a089c662f4b681731ff268cf631b91f218a7fb626fc34a
h_efb19144c8aa370b,,query,query_states_real_conflict,1724d8b63ec92d7715b0bd21a1d0c4b368c9fff9ce3e67e5d72f36b000b304cc
h_75fdda66ae83cf1a,,query,fully_consistent,5c430656dfb0de43e321c5155d4d03e0ca56bb1bdc6f7c97970c62206e2ad3ef
h_2793b9d8fd42c949,,query,query_states_real_conflict,78b9403151ead332587186c1d5641a66073f21078456a7e96c73c10f4f2f179d
h_820498ae14f23dc6,,query,query_states_real_conflict,42521486e9f6cbb4c1a54b00496355c23e5449613c63b667128b58290cdb06a4
h_820498ae14f23dc6,,query,risk_types_real_conflict,42521486e9f6cbb4c1a54b00496355c23e5449613c63b667128b58290cdb06a4
h_a6e2a9dc0150ace2,,query,query_states_real_conflict,0a1f65ddc794a8672faa73f8ee753c5faff87009c36e67d0ff33691e4004fa7c
h_3cc602f456ea0e41,,query,query_states_real_conflict,09eeeb4d9a37b060e2f6e3ee3cb6b54ecbf2892971fe5153bce58ea59dcd8b82
h_19fe3438fa3efa26,,query,query_states_real_conflict,a7619f95c10a13cc67aadaa043852ef2a78f0ccc6241368a96bf7ffb3754e74b
h_19fe3438fa3efa26,,query,risk_types_real_conflict,a7619f95c10a13cc67aadaa043852ef2a78f0ccc6241368a96bf7ffb3754e74b
h_64df7ab607fe8acf,,query,query_states_real_conflict,f85b2d5ec89107b3132cc086ab56783bbdfe542ac9651e5a167708e0d563e4f3
h_64df7ab607fe8acf,,query,risk_types_real_conflict,f85b2d5ec89107b3132cc086ab56783bbdfe542ac9651e5a167708e0d563e4f3
h_1234ad3e48dcc00a,,query,fully_consistent,653bda53d1bb76a83070a920d2ab9641cea7d9c8a6b484f794c1405fcd110d2c
h_60efa1a773c82efb,,query,query_states_real_conflict,b88b5d4b247ed84064d9d5f37e9f3eddbf7e76f7dd2a0257f7049a72186d49ce
h_60efa1a773c82efb,,query,risk_types_real_conflict,b88b5d4b247ed84064d9d5f37e9f3eddbf7e76f7dd2a0257f7049a72186d49ce
h_51dbc877176944da,,query,query_states_real_conflict,1a70cea8b8449c6c5430f3814889ddc3db58eb1ce53b011138f1b96f2b82fec1
h_76d7785d81f9d4d6,,query,query_states_real_conflict,940c7144e3633f35d2d8522dbc12addc95ed09beecd81c7f22a54a79c6ab44ef
h_b5e78128ae0ccf83,,query,query_states_real_conflict,b8e6f35ba489680e275b7304debd035882a3624c997a736558a964566dbb038f
h_759c2474bcec4e69,,query,query_states_real_conflict,44b78f7746d65eb012c10795c975193a2f2b719e907f03f746ca4205307d6cdc
h_759c2474bcec4e69,,query,risk_types_real_conflict,44b78f7746d65eb012c10795c975193a2f2b719e907f03f746ca4205307d6cdc
h_719c5c51f4baac58,,query,query_states_real_conflict,006c66b5fe30c28aafef3bcf198d55e254cd1e1954a41051925fd11c5b0547ec
h_adb1009d8f2be027,,query,query_states_real_conflict,9e5930735e4dc826d7280695d8f111872d6a0cbec2da7386903c571d9968c39d
h_4fc5ac2fb34513ab,,query,fully_consistent,e33234c4563fb86b3ec886e8dbdf96b436478aaa8cea639dca244b89804f4e7f
h_f86fddd860267e68,,query,query_states_real_conflict,2b29db95cbf84eb7c9ff95105f2a8b0349c7f1041a406f2e11beac6304f47841
h_f86fddd860267e68,,query,risk_types_real_conflict,2b29db95cbf84eb7c9ff95105f2a8b0349c7f1041a406f2e11beac6304f47841
h_2a51a3be934421b3,,query,query_states_real_conflict,13f3904a8f21e76fbafbe03619dacb235d1aac4f3d17f636d21d4b4589261fea
h_2a51a3be934421b3,,query,risk_types_real_conflict,13f3904a8f21e76fbafbe03619dacb235d1aac4f3d17f636d21d4b4589261fea
h_9befda9ad38e976f,,query,query_states_real_conflict,1406d85e6d46b711221650840a317c6093fb4ef99541d692e11100bb3baba61c
h_50e394bf3749ca2d,,query,fully_consistent,47812c5fdc612b267474dd4eff7dd665c8304eabc2fd1ef0af028c82968b2b53
h_1f68c38ac889e5dc,,query,query_states_real_conflict,3054bb16a6726d7d5eb9ed20bba42390ce9e3198cc1b9732b13fa23dd7e115d4
h_1f68c38ac889e5dc,,query,risk_types_real_conflict,3054bb16a6726d7d5eb9ed20bba42390ce9e3198cc1b9732b13fa23dd7e115d4
h_0d7ea3f87a05316e,,query,query_states_real_conflict,d58e561a4d7a1dc5b064cb862f2499991c23fd193ff69eb736c65eec4712b509
h_631aad599bfcbf03,,query,query_states_real_conflict,246186bdb5e29dcf6b67761ce1b728665be9c53e621056984aeda0a501358365
h_7ad82915249dfe9e,,query,query_states_real_conflict,055b6e960ec1d1d229405eef9b48041b8f306b2e6aade90d3e7ecd923ea85a1d
h_7ad82915249dfe9e,,query,risk_types_real_conflict,055b6e960ec1d1d229405eef9b48041b8f306b2e6aade90d3e7ecd923ea85a1d
h_e5a677308618e50a,,query,fully_consistent,8d46a10e0e19100d74e9ec5950b03d114a52dcfa7007e30a420992f3a6b394a9
h_b1751c07cfbea14c,,query,fully_consistent,15198cb20496bc2164646b6724a1732e55bee1225fb567335b7d0fc41624f417
h_4e1e7f2b3b3b56e9,,query,query_states_real_conflict,27765d05db1f89714691e77e903793f25b4871d45fe823e3cc8a3369a33bdf86
h_5c7253f7cacf6554,,query,fully_consistent,63378baf92a40d02e4d5a5a4605ca33b9463b17ad3ce681261cb2c8730518dbc
h_e789be84132b2271,,query,fully_consistent,c78ef57faafcfb71c27ded45ed390d6d222a9ca940e62fa71746c737500e3b98
h_99dba1861fd444da,,query,fully_consistent,46682ea106e5050d2b4eef8b616b65925c54ad7ce07b3f84929b86ca2aa5d348
h_3bac2a1e915e2cf6,,query,query_states_real_conflict,e34a9d2c2b3d0d5c2090861042bb913c46ef69c59eebae7cb438c0c84d2c19f6
h_d39befcf4ab167fc,,query,fully_consistent,a0d53a023d874138cd3ffcaf7718e79b29b54cffa11378ac11fbdeb32c24ee3b
h_e292ca03ea014548,,query,query_states_real_conflict,aec8c8aa40a761e74404b2581adc5875ec1bed10cb48f132df87c2ee93f22c3c
h_162de764bf46f22e,,query,query_states_real_conflict,cc86a0c755dba734cdf862d673bd741211d2397d2671e99a03f7e82e9d788d84
h_82ded7f1fee543c4,,query,query_states_real_conflict,89b8244b6b4acc619ba4c3bf28eeab194940fe8163ff8c08d0961cfba72a09e8
h_0aa9a016c3e03edf,,query,query_states_real_conflict,b87b535e562668dd0fdc7365c13cab8894bb7b298d823c5fd2db2ae3f04354bb
h_0aa9a016c3e03edf,,query,risk_types_real_conflict,b87b535e562668dd0fdc7365c13cab8894bb7b298d823c5fd2db2ae3f04354bb
h_1f1072f0262346d4,,query,query_states_real_conflict,3a4dfb9888111a329d3542f3bda4e20f1558ee90e369f8320d9b0a831373de1f
h_1f1072f0262346d4,,query,risk_types_real_conflict,3a4dfb9888111a329d3542f3bda4e20f1558ee90e369f8320d9b0a831373de1f
h_a7e7ea99fe6041d0,,query,query_states_real_conflict,135118de373f6d6a7e71a8c6f63f6895cd23c23b672d05abce83ed3f53e7488f
h_45d1b41ad59e1557,,query,query_states_real_conflict,07c052e36d0ec44affab16fe2887484e9540cf0d39b9a67ddb93b103f6d4fef3
h_7a58aa552ff8a05e,,query,query_states_real_conflict,1e82ec455fc8237d181be4e6c4c3dc45871a6457bc483137201ea474758dc4ce
h_7a58aa552ff8a05e,,query,risk_types_real_conflict,1e82ec455fc8237d181be4e6c4c3dc45871a6457bc483137201ea474758dc4ce
h_34312358fa45770d,,query,query_states_real_conflict,7d305efdd948e07044f0f76276d7fabfb25b1102afc173f4291cfb3a3312856e
h_b2da72cbeec6f9b3,,query,query_states_real_conflict,2bc6d478f76345753052e06c7acdc7cfe1d3de9dcb1300c17848927189e83d88
h_b2da72cbeec6f9b3,,query,risk_types_real_conflict,2bc6d478f76345753052e06c7acdc7cfe1d3de9dcb1300c17848927189e83d88
h_2d37c58aba833145,,query,query_states_real_conflict,471e46b6b3e0b9407593d96d02b44fefba920369e1fa86d0e945a2a0f17a039c
h_6acdeadcd427b37e,,query,query_states_real_conflict,953666558cf550dc4f443a5f850377342f8d8f5154efde9387f4ffddd15dffec
h_fb1858364a98be0c,,query,query_states_real_conflict,e87e0383988c1ed2f70088668a22bcdedcd966883770ab9ae8d8acbd80c68991
h_fb1858364a98be0c,,query,risk_types_real_conflict,e87e0383988c1ed2f70088668a22bcdedcd966883770ab9ae8d8acbd80c68991
h_4293ab88a1dc31de,,query,query_states_real_conflict,9980c0002640ad06546a090d7bd9a0662bda74e050df0abfe8cc8807d6e86be6
h_4293ab88a1dc31de,,query,risk_types_real_conflict,9980c0002640ad06546a090d7bd9a0662bda74e050df0abfe8cc8807d6e86be6
h_e35d8b3e00b6c578,,query,query_states_real_conflict,9caf7720ef2b04384f57e6873c2705946958a935095fa146bc3ed5f2fef1e69b
h_e35d8b3e00b6c578,,query,risk_types_real_conflict,9caf7720ef2b04384f57e6873c2705946958a935095fa146bc3ed5f2fef1e69b
h_14f89f13535cefcb,,query,query_states_real_conflict,311ad540eb4950939dd5328392b3fbfc33135a67d418f01c27bb59b0dc6064cf
h_52c921c207086275,,query,query_states_real_conflict,7c56e66e7f15c1e328711e45f20629093afa860a29cf2fedb329187e4a4153b4
h_52c921c207086275,,query,risk_types_real_conflict,7c56e66e7f15c1e328711e45f20629093afa860a29cf2fedb329187e4a4153b4
h_7d621dceabbd4760,,query,query_states_real_conflict,519730f19e47fa5b243ca7ab119e74945e048f8a1f75b09a3ec3463cc5f57e56
h_d757b834181fcaa6,,query,query_states_real_conflict,12d0cd80e5fd89ed9d00a924ee3eaf5a8c0d056060626a85dc32a3b6d59122c4
h_d757b834181fcaa6,,query,risk_types_real_conflict,12d0cd80e5fd89ed9d00a924ee3eaf5a8c0d056060626a85dc32a3b6d59122c4
h_5552cabaa024d645,,query,fully_consistent,9ff8c2e3d7bdfbb8e77b5473754353a41180e347ce11e541c2caf2f96204e0ca
h_63e0054d0871d439,,query,fully_consistent,fb0fc9c12e3ad9715da3cf61a79a1215327f2443676d69d03efb07a3c8d3ada6
h_5f3cda0e62d2d81d,,query,query_states_real_conflict,9a7e2fc86ffef682041f4474d39a98a16ced8dd0725b7e7af11791dbc92d807e
h_6e18b1081914b79f,,query,query_states_real_conflict,2a7941ce787e800c65ed3d72a915a962d96f72f2f40e833201da8388c44053b3
h_ee825dd1d3235280,,query,query_states_real_conflict,7dd5e07cb1d2cb1f352f4df15e898da6e842b75e1e13211b7d7d6678d181a119
h_ee825dd1d3235280,,query,risk_types_real_conflict,7dd5e07cb1d2cb1f352f4df15e898da6e842b75e1e13211b7d7d6678d181a119
h_f1f5f9c0f44f145b,h_03b9d62c084a6e92,evidence,relevance_conflict,c62b4b96b32ccc3a0748cdfefb1206a21b078395681be62f7290b24af33564b4
h_f1f5f9c0f44f145b,h_62998276ad58c641,evidence,relevance_conflict,00a83a14e02c6b88122d0bcb7889b16444438ff9338570abc281b3045d356f20
h_f1f5f9c0f44f145b,h_47489ed797c8899e,evidence,supported_states_real_conflict,bce31635c81592272997c4f85eb6c85a2e3207afb3d68e22d9675982da8c8cb4
h_f1f5f9c0f44f145b,h_1048101064e0ae6a,evidence,fully_consistent,20c0ea33402f8d17898bd0c95b5ca86e4366b0624031c6d8df4e10c384f259d1
h_f1f5f9c0f44f145b,h_710108c0042f57ef,evidence,supported_states_real_conflict,b7dcb1d0445c6eeb16442f3ac3c93a4adb6276667f33a9c68b6fda9434900bf3
h_1dd576d381884210,h_e6a9dff68bc12a76,evidence,fully_consistent,aca207f756bb57d1d47bad8edc6910f8e831147ad5b630b7f5ec440710dd21a5
h_1dd576d381884210,h_f9785079c2a3fe7d,evidence,supported_states_real_conflict,c2e8a326d813e1c934f399ec8d1e14f9258db5eea2bd40591df9fe61c355ca37
h_1dd576d381884210,h_410a2cade75a904d,evidence,fully_consistent,cf68787648f7638a1f148b741a47c748a26f020eb6d21967aa8da0ce2d28bfda
h_1dd576d381884210,h_a7a7cd58209a75e4,evidence,supported_states_real_conflict,3988c8dad03f87777642663fe41e71bb0ab7b7b997b97d6e18c65eb04364ed7a
h_1dd576d381884210,h_eb7cc1554da50479,evidence,fully_consistent,688bf791bfe0bfbedf4436e6c14a1cf98f722a2c3d8447d0f21614a9a3aabebd
h_1dd576d381884210,h_b01641792dd15a1a,evidence,fully_consistent,fec1847e6164829f1f5b8289b4e780927626d5d30424a8071fd6be3590f3bc9d
h_1dd576d381884210,h_7a7d83bb45a70ac8,evidence,fully_consistent,44bb1503886888e79cea635695d66936f35ebe4eccb350b0624da4f03fe90bb6
h_9e14977944920e9e,h_814bfb1834ba2e8f,evidence,relevance_conflict,809cb485917247687b7035dec8e486b69a05c7ca34892c3dc9fd0429b5605cfe
h_9e14977944920e9e,h_7f60a83e267126dd,evidence,fully_consistent,53cc927107e6682a6d440cc0c6ef44e0fb0a4b31e9b71f2e35c808fd173527dd
h_9e14977944920e9e,h_6acdd797b432fda0,evidence,fully_consistent,8d89914deb5f67b1f3f43719c7008167b1d5547a18ab58dfb33988bdd04ddb04
h_9e14977944920e9e,h_a3cdb7b51b07fc61,evidence,relevance_conflict,442765621b90b429f2e9dcba96aa5998fd2e1746032b3249dd1cfd7a81ca65e1
h_9e14977944920e9e,h_f96a0a112d3905fc,evidence,supported_states_real_conflict,578fc2ae671ceb80c7bae189873ec588eb5d895627ab269c13da64b26252982e
h_9e14977944920e9e,h_603d9232e7b1c2e9,evidence,relevance_conflict,17eb4a69943f5f7f049db12f5d2d6831588167c42006f74d5e5c1922a857b9e0
h_9e14977944920e9e,h_627b1063eebfb16e,evidence,fully_consistent,3531446dde9abc2188e47c4d01237c3220cfc0f85731753566073be8f265fb41
h_9e14977944920e9e,h_fdecec40dbe00ba4,evidence,supported_states_real_conflict,56ac09e2c1ff238ae027d639a6faad1d629765ed8eb07776046cff51a312d1ad
h_9e14977944920e9e,h_a01dca53244e19ee,evidence,fully_consistent,c3df5017d3791e76940ede1fedc371cce1dd47658875d04737f256788c2ba9bc
h_eca58cdb96880d39,h_6359d813cd164de8,evidence,relevance_conflict,79cc0ce718e5353105dcd1b4d80393231712452d20e8cdfb28d86e4c61d70822
h_eca58cdb96880d39,h_1b210f4f532564ce,evidence,fully_consistent,7725b9036453dd08fca5951c6d025edae8b79735d9f07d87d9667ae3c72c3daf
h_eca58cdb96880d39,h_b5d2d4fa1ceb8758,evidence,fully_consistent,ff2b08499e0e7fb04bc205b865d05621794bc3f01aceeb216196a82711b303e5
h_eca58cdb96880d39,h_d107aa3868e21141,evidence,fully_consistent,40fa22faf3e3498a6c32145dd5637533ccaa3c0ed8ce58c92f2d4b4a7b02f52b
h_eca58cdb96880d39,h_c976fe273ff74085,evidence,relevance_conflict,61105cfb8c65c442aefbe1b5f126e578230175a7fa4ac2e4f1648a8211c1edf5
h_eca58cdb96880d39,h_3579e45d2b56e544,evidence,fully_consistent,22f374c03b11ca52739352d960caa8b49dddd530ac9c6ea4c446ce6541d210e7
h_eca58cdb96880d39,h_835291680006f657,evidence,fully_consistent,d4bb4bc2cd583e49bdc3bd0255c9b0a7cd1628747332765bccbf56cc0ca41dcb
h_eca58cdb96880d39,h_a8ea14917e53b06f,evidence,fully_consistent,7b80a1c800368e5abdff77a280afe29bece94bcc21df0c27850e163520ae8f6d
h_f81699fba4a145ac,h_96dc5532a3c26991,evidence,fully_consistent,fa9a7f1cfa6f3114725114cf1e11fd2ceedcda070f2851cb39ec7b074a01c815
h_f81699fba4a145ac,h_6ebdea409fffb43a,evidence,fully_consistent,d3acaaac9e06958e28241880cb24da27ef161032f6ec749d45edf4a6c16c4e15
h_f81699fba4a145ac,h_325596c50d507a72,evidence,fully_consistent,ef0ee46a28a2684c0c1f56bab3e41278f1ddb74d4357656d290de09e8cb6e83e
h_f81699fba4a145ac,h_6359d813cd164de8,evidence,fully_consistent,6157c0a296c2eb858ce0913c000996cf912b01a1eb9663112e9373a905f2c82a
h_f81699fba4a145ac,h_42400c87b23e4deb,evidence,fully_consistent,2c0aa20166bc52f688f2953e26063718d5853898767bf3fd86769f692a442c43
h_25f09691189e7d21,h_79ab3ded1585c5ce,evidence,relevance_conflict,afa5460e715262465caabba3bc13af0c5b1e6c8a9b5d565c8f2aed6d51aa1e55
h_25f09691189e7d21,h_b4d7d73c49a3593c,evidence,fully_consistent,f7f4ec969f7822f1ed5b9a3caecca35353892cb5104a0690550dd1d36f81b8b6
h_25f09691189e7d21,h_f001e2493b0d251a,evidence,fully_consistent,e81dfb4f96b6a55c068af3146f7f0a3f153616e56536f64b7c540b90336f70f5
h_25f09691189e7d21,h_835291680006f657,evidence,fully_consistent,3034660e4983caf49e69ef29d3e43e30dc4000cd8bdfd1967a7c6b465d47b996
h_25f09691189e7d21,h_774d0d1deffa40ab,evidence,relevance_conflict,fe26c54eb8a28a65b2605984a4716325739b8342772a49f79647a527414054b8
h_25f09691189e7d21,h_b72d97d3531c39f1,evidence,fully_consistent,316cda9f7a3e5b04b323bee05bb0c25026c330426194adf76c09747e700de56f
h_16d62500f29d3587,h_1e36fe49cf23b519,evidence,relevance_conflict,92b997c068a54d70ad8b88cfabdf1d9489e4ec8ad2918054deb5783646ebb46d
h_16d62500f29d3587,h_87b129af8623042e,evidence,relevance_conflict,ad34ff3575e24efd4047bf59e84bab03b2f4ed71b1685b711b3167ec72cdcad1
h_16d62500f29d3587,h_c4415879e8bc384e,evidence,fully_consistent,0cc944c6d18b08d04c3a473125c0ce7745b869721e4a4a18ddaf1667f65444b0
h_16d62500f29d3587,h_286ef973a76b3def,evidence,fully_consistent,7a1bc88d7cd8a026e807ac2a7cded05187ebca373752b5c278dab9a7f331edba
h_16d62500f29d3587,h_65a352cec8b9b387,evidence,fully_consistent,6353419ee8c4f2b673e211fa82c83397ab6b1c3f249206871d29bef0e3661a46
h_16d62500f29d3587,h_69589b15e9e9809f,evidence,fully_consistent,7dbc4fdaadfd00dfc48a304cd80f046e16bec9312657af98ae0c0335555a73f0
h_16d62500f29d3587,h_0212304e6463b080,evidence,fully_consistent,3c42501fda0d6b71e91e49a6d1252f513a92b15291c31a6377145aaf304660bb
h_16d62500f29d3587,h_7619a3b30b34ab09,evidence,fully_consistent,e3ab40ca6d2944dd2ab6dfebbb322c095f9545839609ee7dbae3762c0de96054
h_16d62500f29d3587,h_4f4e6a315f7a4ee9,evidence,fully_consistent,6cf0cf96ad5f606482f489ca261a39f1ddddd5c305ed4b8347bc49513327ea5e
h_16d62500f29d3587,h_0af17d1851b9e040,evidence,fully_consistent,3ae6023b299bf6b44fb564de912d9aaa189e1ced91d5febc8e07b68c7634d62b
h_66b704865d1ca4ee,h_06a6866c1ef0b7ed,evidence,fully_consistent,ef9e248f9ea4b608e93d9657cce39d201fdd684a68ceb252ae587e8fa1b24188
h_66b704865d1ca4ee,h_630df91acdfbbae1,evidence,supported_states_real_conflict,fe7b88693f0e6d40910cde73900ce9938e5677701d73b81c1b46f99e8b567a6b
h_66b704865d1ca4ee,h_2bc2299349a99ba2,evidence,relevance_conflict,f50556473c1902cabae7c3e69f35a7213ba1e88c58297291ba868e991da1df57
h_66b704865d1ca4ee,h_7356f684db8e514a,evidence,relevance_conflict,a716302ac7aad073bfd73afb52cc64d54d5643344a17c62603d608ee748b87be
h_66b704865d1ca4ee,h_ab7a55fb0b9ae7be,evidence,fully_consistent,11dcd9e30c561a93b07da43c5053b9689a656774311b582b4d06c5d9130f0712
h_66b704865d1ca4ee,h_2d08e0c4c2fd163b,evidence,fully_consistent,3495e5e24a58c5528b332f824164248c3ed4c16e9e81982b6b70f9f22f142245
h_66b704865d1ca4ee,h_f884acb506453467,evidence,fully_consistent,b920be88d1581226e20d59312b0f65a61c1982218be26616fac4c987364db568
h_3852d79299a2988a,h_96dc5532a3c26991,evidence,fully_consistent,38820d207103cbe77e9cfddf2d9e63ebd026ce99e47c00ebb2e5d6454197e269
h_3852d79299a2988a,h_046bdef0faf03473,evidence,fully_consistent,4d0c93fdfccdc3b7fccaec390ee07c780c36d55401b39974303d6275bbe0e218
h_3852d79299a2988a,h_9122a4fe98154284,evidence,fully_consistent,b00da5062a90252d22b7caf596761f1cd809eeaa0f11bd70b937d502a7499117
h_3852d79299a2988a,h_0782c2a935ae0232,evidence,fully_consistent,608a633825ceeb772eaec4ca20b9ce496e10d4196ebb4b6d7b8ebff3002c91c9
h_3852d79299a2988a,h_074fd4d4e1b812ae,evidence,fully_consistent,c5fbf94d7a8a6d1e1a646b115502a46b08cd466056c88fcfef989dad3af870d2
h_3852d79299a2988a,h_559e899d7a80ee96,evidence,supported_states_real_conflict,17ae3cf43ce30b55a835129234768ed45b26703ddaefc3c19b8715b79487e164
h_3852d79299a2988a,h_650c79813ff88e1d,evidence,supported_states_real_conflict,243bee22c9d7d84ac5f58fb20967603c4357a3440b185db582bf20e208b2a951
h_1ffcfbd1fc2931b5,h_e6a9dff68bc12a76,evidence,fully_consistent,28426e1320a02238e11733b29db9d77a35e46987c1a1e572379b0c407b51956d
h_1ffcfbd1fc2931b5,h_6359d813cd164de8,evidence,fully_consistent,649544562f1ac9f6b06968a7ff7882484a4a9b8d6e66a12b66fd368ef9823779
h_1ffcfbd1fc2931b5,h_08a45ef6f528a848,evidence,fully_consistent,bea88890f96822706abc0bf9b90bea633d99b543e9d1174374dae1b9b325e00f
h_1ffcfbd1fc2931b5,h_b5d2d4fa1ceb8758,evidence,fully_consistent,85e52151c54e0430e0dd073d6691c2a611469a2b443bc9d34ae2d70e2829e0e6
h_1ffcfbd1fc2931b5,h_fc27d8b159be329e,evidence,fully_consistent,297263cc9a5fd6c9cbded3497eadcd9b1918a821037d34715fc6095f13989415
h_1ffcfbd1fc2931b5,h_bbeecc85e1b82c28,evidence,fully_consistent,bc493c32663a0b886aa8061b4f5206cf3eff4470d8f6f2df8a935bca6cc0e1bd
h_1ffcfbd1fc2931b5,h_a0151bcccaff16ac,evidence,fully_consistent,862a7f31d11ca507967fb5c539d74b93a13f1c5afaaa0cf913b0db8e70b1c55a
h_1ffcfbd1fc2931b5,h_f08e8e4a63147a51,evidence,supported_states_real_conflict,01fc1cd98c819fd2a25373f25f161d3085042c6cf3f8f4e17700520ee8f316d4
h_9fb65af2a8f3e24f,h_585a8335ee9feb49,evidence,fully_consistent,6c126bf4bf7fb3233a7b8767fc4cd1bfd2aff827fed252510beba277e8895734
h_9fb65af2a8f3e24f,h_1d3c199018c08766,evidence,relevance_conflict,d4efff2cf1ec6fa0857ad140d43e6b1b42ddc2130658ecf16e2567301ba73b65
h_9fb65af2a8f3e24f,h_6359d813cd164de8,evidence,fully_consistent,7b791d81e69c73ddcb2f0abf2dde6bcc45a4c459487a6ea3ebd07b01cea08251
h_9fb65af2a8f3e24f,h_08a45ef6f528a848,evidence,fully_consistent,874562b4ae3962c40926dfc1a8625b6050e077f12d2ca2260fd6a3d51e1662bd
h_9fb65af2a8f3e24f,h_873290f9be234349,evidence,supported_states_real_conflict,c153a04a0c01d755287d1a12160dd2d85dedea819011a4c5560962fd6a4a8f8d
h_11ebeb1cd1844431,h_74da95ec455d5f5e,evidence,relevance_conflict,c72a8374aa7544d921a9a9eff22a077fb30db22cad5b81c4fae4d4b74a3deec8
h_11ebeb1cd1844431,h_7dcfb2f56b8df187,evidence,fully_consistent,998500a5974315b0e6cfa8b803d59ca77949a3f6e91929950870ab1d138e71d0
h_11ebeb1cd1844431,h_13d437859302117a,evidence,relevance_conflict,a6aedad40f5d3eed0ba142ba082d43056dd8a629797ef36647809b35e52c820b
h_11ebeb1cd1844431,h_5cd669c3cbd57b89,evidence,fully_consistent,3c7e022d3591333c89c702b335a627bb9556abec081adf748e0566c62447e099
h_11ebeb1cd1844431,h_a6b2500c5887f804,evidence,fully_consistent,9fe1f50ee9ec829f1c4f22373d8bb7a24da3f18206a5d1bdadaed3bf06354967
h_11ebeb1cd1844431,h_35122ed961c62b02,evidence,relevance_conflict,5b1d0e55bd4baa477211ba2821995c81cb8a58bf508816f603eddf5606f15257
h_11ebeb1cd1844431,h_a01dca53244e19ee,evidence,fully_consistent,8b6a50581ef3aa1a2eae795dcc8f31042521853cc6691a4bcca9731ec53f8e49
h_3b859581fd395a81,h_96dc5532a3c26991,evidence,fully_consistent,dc83de11edd7ae222d48e860f1f4f159f9e4fa19cf6fe64462919714fbabca55
h_3b859581fd395a81,h_0b507009863037ed,evidence,fully_consistent,f97769f634522293e6f2ee15dead30177efc2ad19f2d2a45775c7fa7b2af98e4
h_3b859581fd395a81,h_450d6a114c351f95,evidence,relevance_conflict,3e50ea26aa13eed9c8abca1b14913db76d570cb674871086f2b3c5d7a04875c6
h_3b859581fd395a81,h_ead06ff34c8f04a0,evidence,fully_consistent,e16a3793bbacf6d37c1d656b977c2476753686352344c7c1e4ea4d6883751e7d
h_3b859581fd395a81,h_66da5b8ff62628f8,evidence,fully_consistent,f5547422061833e89a5e9ede70558140e86e6c0aa4e5a9674a2790af02b5a7d3
h_3b859581fd395a81,h_3da514cd1b3a1c4e,evidence,fully_consistent,e403269485428c9510c756cb53c6db4860ef73597c39d523cd9dde792fca4d64
h_3b859581fd395a81,h_3518edfcd267df99,evidence,fully_consistent,ae3e0406db4d5c7eb6e0f9b250ad26ed10e9b9db740e70a5e3e2933912b477c3
h_3b859581fd395a81,h_e1263c1b5373b337,evidence,fully_consistent,b5aa4f6cfcf690c4a3794f991f0e149556e12ce084d2d31e6ae3dd8192ab50ef
h_3b859581fd395a81,h_6ec8fc109496138a,evidence,relevance_conflict,d7ca2cd73ae8caa6030b9c603cc047fb62e092b50c6ed067e1d29eda2ce6469d
h_f73c33b00131d4a3,h_12c56d047da96556,evidence,fully_consistent,4a6c7244cfd02f9a7b3158f05e6ee424563a9bd0f6b66d1e3ec06e1b3d453c23
h_f73c33b00131d4a3,h_7f2548800e267783,evidence,relevance_conflict,66777896b9e36eb0676cf3fd8d5a815f5b409fc5141cee69e61925c7916346f3
h_f73c33b00131d4a3,h_3d41ff4025e5120c,evidence,fully_consistent,7d071ca44fdc279508aae974dab8f1e325f6dc73415fbc88116bc8a0014f734c
h_3bbfd8c7edbcf7a9,h_fac998f69b2aca8a,evidence,relevance_conflict,1f0cb884509dce5732f8ea28d25c74238a1ce2ed797d85847f5f826694a2e6de
h_3bbfd8c7edbcf7a9,h_4a0ac5b57e847f76,evidence,fully_consistent,2314ff7fb3a400d6f5e8905f8bf1149040fabf00d5c1ac43b803c5e67b611e4d
h_3bbfd8c7edbcf7a9,h_765ad512da9d8464,evidence,relevance_conflict,32f0c71fee2e40b4da7cd114ab702897fc1fc4c974e4ecc2b09b40a14ec30931
h_3bbfd8c7edbcf7a9,h_fd771c58b3ae74f1,evidence,fully_consistent,fcd9af383b8959571f7660cfb04d42b4d708efc3fd2a788858f4a7a8f1c467a4
h_3bbfd8c7edbcf7a9,h_5913996df5a68143,evidence,supported_states_real_conflict,ba9d9bebe8cc37bfe2a43fcef69904e5c069eb28b519c4160586965294dec407
h_3bbfd8c7edbcf7a9,h_41f72f3764472271,evidence,fully_consistent,0247db0aa47671575ce4176a5c1486df51cee91bb8f2824caa32d52958f0407e
h_3bbfd8c7edbcf7a9,h_ab32fdb9b050984d,evidence,relevance_conflict,84c6546d84a0318d0c9720d20474a979c9248424f5d08050664fdb66b7ce866d
h_3bbfd8c7edbcf7a9,h_a6da9ba8b654280a,evidence,relevance_conflict,97e8085592fda855cc421780b44ff7ff47611b9780d30953553ee7aef605970c
h_3bbfd8c7edbcf7a9,h_1f945983b69d5660,evidence,fully_consistent,725bee25ecb05df43198dcbb4a527f664b02ea98e99577342ba5e2f8dc5768b6
