result_id,experiment_family,split,method,metric,value,sample_size,status,source_release,source_commit,source_file,source_sha256,verification_method,local_rerun,notes
b0_d3_statistics.6.ci95_low,b0_d3_statistics,internal_blind,,ci95_low,-0.0036,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.6.ci95_high,b0_d3_statistics,internal_blind,,ci95_high,0.0243,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.7.diff,b0_d3_statistics,internal_blind,,diff,0.0033,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.7.p_value,b0_d3_statistics,internal_blind,,p_value,0.671533,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.7.ci95_low,b0_d3_statistics,internal_blind,,ci95_low,-0.0125,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.7.ci95_high,b0_d3_statistics,internal_blind,,ci95_high,0.0192,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.8.diff,b0_d3_statistics,cmedqa2_external,,diff,0.0229,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.8.p_value,b0_d3_statistics,cmedqa2_external,,p_value,0.0016,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.8.ci95_low,b0_d3_statistics,cmedqa2_external,,ci95_low,0.007,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.8.ci95_high,b0_d3_statistics,cmedqa2_external,,ci95_high,0.0434,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.9.diff,b0_d3_statistics,cmedqa2_external,,diff,0.0205,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.9.p_value,b0_d3_statistics,cmedqa2_external,,p_value,0.004,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.9.ci95_low,b0_d3_statistics,cmedqa2_external,,ci95_low,0.0053,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.9.ci95_high,b0_d3_statistics,cmedqa2_external,,ci95_high,0.0411,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.10.diff,b0_d3_statistics,cmedqa2_external,,diff,0.0135,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.10.p_value,b0_d3_statistics,cmedqa2_external,,p_value,0.108589,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.10.ci95_low,b0_d3_statistics,cmedqa2_external,,ci95_low,-0.0018,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.10.ci95_high,b0_d3_statistics,cmedqa2_external,,ci95_high,0.0335,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.11.diff,b0_d3_statistics,cmedqa2_external,,diff,0.01,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.11.p_value,b0_d3_statistics,cmedqa2_external,,p_value,0.326367,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.11.ci95_low,b0_d3_statistics,cmedqa2_external,,ci95_low,-0.007,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
b0_d3_statistics.11.ci95_high,b0_d3_statistics,cmedqa2_external,,ci95_high,0.0311,,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/manifests/significance.csv,a1c49d730a037063670e44d42816cd2e919cdedf0724cc8cb91bcd9a81bc62fd,sha256_schema_row_count,false,
mmr.0.demand_cov_5,mmr,formal_train,B0,demand_cov_5,0.87625000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.0.ndcg_10,mmr,formal_train,B0,ndcg_10,0.64129537,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.0.redundancy,mmr,formal_train,B0,redundancy,0.58265000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.0.jaccard_vs_b0,mmr,formal_train,B0,jaccard_vs_b0,1.00000000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.1.demand_cov_5,mmr,formal_train,MMR,demand_cov_5,0.87675000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.1.ndcg_10,mmr,formal_train,MMR,ndcg_10,0.62938052,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.1.redundancy,mmr,formal_train,MMR,redundancy,0.52783333,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.1.jaccard_vs_b0,mmr,formal_train,MMR,jaccard_vs_b0,0.59488095,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.2.demand_cov_5,mmr,formal_train,D3_TFIDF,demand_cov_5,0.87450000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.2.ndcg_10,mmr,formal_train,D3_TFIDF,ndcg_10,0.62930161,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.2.redundancy,mmr,formal_train,D3_TFIDF,redundancy,0.54776667,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.2.jaccard_vs_b0,mmr,formal_train,D3_TFIDF,jaccard_vs_b0,0.75777778,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.3.demand_cov_5,mmr,internal_blind,B0,demand_cov_5,0.91825000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.3.ndcg_10,mmr,internal_blind,B0,ndcg_10,0.53384659,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.3.redundancy,mmr,internal_blind,B0,redundancy,0.50845833,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.3.jaccard_vs_b0,mmr,internal_blind,B0,jaccard_vs_b0,1.00000000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.4.demand_cov_5,mmr,internal_blind,MMR,demand_cov_5,0.93100000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.4.ndcg_10,mmr,internal_blind,MMR,ndcg_10,0.51801722,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.4.redundancy,mmr,internal_blind,MMR,redundancy,0.47225000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.4.jaccard_vs_b0,mmr,internal_blind,MMR,jaccard_vs_b0,0.62458333,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.5.demand_cov_5,mmr,internal_blind,D3_TFIDF,demand_cov_5,0.92158333,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.5.ndcg_10,mmr,internal_blind,D3_TFIDF,ndcg_10,0.50747247,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.5.redundancy,mmr,internal_blind,D3_TFIDF,redundancy,0.47498333,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.5.jaccard_vs_b0,mmr,internal_blind,D3_TFIDF,jaccard_vs_b0,0.64382937,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.6.demand_cov_5,mmr,cmedqa2_external,B0,demand_cov_5,0.96302817,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.6.ndcg_10,mmr,cmedqa2_external,B0,ndcg_10,0.51658022,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.6.redundancy,mmr,cmedqa2_external,B0,redundancy,0.56390845,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.6.jaccard_vs_b0,mmr,cmedqa2_external,B0,jaccard_vs_b0,1.00000000,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.7.demand_cov_5,mmr,cmedqa2_external,MMR,demand_cov_5,0.95892019,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.7.ndcg_10,mmr,cmedqa2_external,MMR,ndcg_10,0.50112287,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.7.redundancy,mmr,cmedqa2_external,MMR,redundancy,0.52760563,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.7.jaccard_vs_b0,mmr,cmedqa2_external,MMR,jaccard_vs_b0,0.68706685,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.8.demand_cov_5,mmr,cmedqa2_external,D3_TFIDF,demand_cov_5,0.97300469,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.8.ndcg_10,mmr,cmedqa2_external,D3_TFIDF,ndcg_10,0.49543721,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.8.redundancy,mmr,cmedqa2_external,D3_TFIDF,redundancy,0.54090376,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
mmr.8.jaccard_vs_b0,mmr,cmedqa2_external,D3_TFIDF,jaccard_vs_b0,0.65481780,142,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/mmr_summary.csv,0165e9f77187877990e97f75293daf07145f7267f8aa87c5e6ee489f2da783aa,sha256_schema_row_count,false,
topk.0.demand_cov_at_k,topk,formal_train,B0,demand_cov_at_k,0.81141667,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.0.ndcg_at_k,topk,formal_train,B0,ndcg_at_k,0.89783897,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.0.official_ndcg_10,topk,formal_train,B0,official_ndcg_10,0.46898218,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.0.redundancy,topk,formal_train,B0,redundancy,0.58316667,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.1.demand_cov_at_k,topk,formal_train,B0,demand_cov_at_k,0.87625000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.1.ndcg_at_k,topk,formal_train,B0,ndcg_at_k,0.89977570,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.1.official_ndcg_10,topk,formal_train,B0,official_ndcg_10,0.64129537,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.1.redundancy,topk,formal_train,B0,redundancy,0.58265000,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.2.demand_cov_at_k,topk,formal_train,B0,demand_cov_at_k,0.91133333,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.2.ndcg_at_k,topk,formal_train,B0,ndcg_at_k,0.90482654,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.2.official_ndcg_10,topk,formal_train,B0,official_ndcg_10,0.77974031,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.2.redundancy,topk,formal_train,B0,redundancy,0.56877778,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.3.demand_cov_at_k,topk,formal_train,D0,demand_cov_at_k,0.93983333,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.3.ndcg_at_k,topk,formal_train,D0,ndcg_at_k,0.83731329,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.3.official_ndcg_10,topk,formal_train,D0,official_ndcg_10,0.44559642,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.3.redundancy,topk,formal_train,D0,redundancy,0.35777778,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.4.demand_cov_at_k,topk,formal_train,D0,demand_cov_at_k,0.93983333,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.4.ndcg_at_k,topk,formal_train,D0,ndcg_at_k,0.84198448,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
topk.4.official_ndcg_10,topk,formal_train,D0,official_ndcg_10,0.60117605,200,VERIFIED_FROM_RELEASE,historical v1.x paper-support release,876a16d098e1da3f642ef70854cbc985bae5f9e3,paper_results/revision_v5/tables/topk_sensitivity_summary.csv,d80596b5952071be71ab0edf05829ee7ae29a82e2d45bf7e5150b70249a579aa,sha256_schema_row_count,false,
